property_title,property_name,property_region,price_ttl,price_sqm,bedrooms,livingrooms,building_area,directions1,directions2,decoration,hml,building_height,building_year,building_style,followers,pub_days,near_subway,two_year,taxfree,haskey,vr,price_date,building_age
二环内，低总价，小房出售，随时看房,蔡家田A区,唐家墩,56,10805,1,1,51.83,南,,简装,中,8,NA,塔楼,5,4个月,1,1,0,0,VR看装修,2024-01-31,NA
中间楼层南北通透边户，采光好，老证，业主诚心出售,金桥港湾花园,钟家村,97,12703,2,2,76.36,南,北,精装,中,11,NA,塔楼,2,4个月,1,0,1,0,NA,2024-01-31,NA
汉街中北路，大两居，户型方正，通透户型,锦绣中北,中北路,152,16562,2,1,91.78,南,,精装,中,33,NA,板塔结合,1,5个月,1,0,1,0,NA,2024-01-31,NA
首义名居二房一厅，采光好，布局合理,首义名居,首义,118,16712,2,1,70.61,西南,,精装,中,19,NA,板塔结合,3,4个月,1,0,1,0,VR看装修,2024-01-31,NA
二环内雄楚大道旁 15年小区 两房明厨明卫 格局方正,丽岛2046,中南丁字桥,115,16102,2,2,71.42,南,,简装,低,46,NA,塔楼,1,7个月,0,0,1,0,VR看装修,2024-01-31,NA
艳阳天隔壁 同济商圈 低总价小户型,中环新天地,宝丰崇仁,47,9592,1,1,49,东南,南,简装,高,28,NA,塔楼,17,NA,1,1,0,0,VR看装修,2024-01-31,NA
地铁口 小户型 采光好 诚心卖,武拖宿舍,七里庙,40,7005,2,1,57.11,南,,简装,高,6,NA,板楼,11,7个月,0,0,1,0,VR看装修,2024-01-31,NA
临江大道 武汉音乐学院 精装修 拎包入住 诚心出售,汉飞又一城,首义,93,24289,1,1,38.29,南,,精装,高,18,NA,板楼,1,8个月,1,0,1,0,VR看装修,2024-01-31,NA
百瑞景三期 全南两房 自住精装修,百瑞景中央生活区三期,中南丁字桥,188,23601,2,1,79.66,南,,其他,高,34,NA,板楼,5,7个月,1,0,1,0,VR看装修,2024-01-31,NA
地铁口带集中供暖标准两房，业主诚售,省电社区,东湖东亭,80,10925,2,1,73.23,南,北,简装,高,4,NA,板楼,260,NA,1,0,1,1,VR看装修,2024-01-31,NA
国信馨园 老证 精装 楼层好 业主诚心出售,国信馨园,七里庙,81,10007,2,1,80.95,南,北,精装,高,11,NA,板楼,16,3个月,0,1,0,1,NA,2024-01-31,NA
天祥尚府自住精装中间楼层采光好满二 业主诚心出售,天祥尚府,三环南,102,13664,2,1,74.65,南,北,精装,中,34,NA,板楼,6,NA,0,1,0,0,NA,2024-01-31,NA
花园小区 老证无贷 诚心出售 拎包入住,汉口花园幽兰居,塔子湖,128,14193,2,2,90.19,南,,精装,中,11,NA,板楼,8,9个月,1,1,0,1,VR看装修,2024-01-31,NA
中间楼层，视野无遮挡，拎包入住,名流公馆,钟家村,110,12179,3,2,90.32,西南,,精装,中,33,NA,板楼,1,6个月,0,0,1,0,VR看装修,2024-01-31,NA
装修好，楼层好，视野好，前后无遮挡，配套齐全,紫润明园北区,长丰常码头,69,9462,2,1,72.93,南,北,简装,中,11,NA,板塔结合,4,11个月,0,1,0,1,NA,2024-01-31,NA
老证税费少，户型方正，采光好大阳台,开来都市丰景,四新,98,12193,2,1,80.38,南,,精装,低,40,NA,板塔结合,0,10个月,0,1,0,0,VR看装修,2024-01-31,NA
中北路4号线东亭地铁口精装修大两房,东亭小区,中北路,70,10539,2,1,66.42,东南,,简装,高,8,NA,板楼,8,5个月,1,0,1,0,VR看装修,2024-01-31,NA
水保局宿舍 一楼出行方便 ，小区环境,水保局宿舍,王家湾,62,9554,2,1,64.9,南,北,简装,低,7,NA,板塔结合,18,NA,1,1,0,0,VR看装修,2024-01-31,NA
汉正街旁边，美奇国际电梯一房，老证税费低，看房方便,美奇国际,汉正街,51,10112,1,1,50.44,西南,,简装,高,25,NA,塔楼,1,8个月,1,0,1,0,VR看装修,2024-01-31,NA
大智路轻轨站旁东南朝向电梯房产权清晰业主急售,新鸿基花园,三阳路,102,10961,2,2,93.06,东南,,简装,中,33,NA,塔楼,6,5个月,1,0,1,1,NA,2024-01-31,NA
临地铁，单价低，简单装修改三房,歌林花园,盘龙城,63,6760,2,1,93.2,南,北,简装,低,23,NA,塔楼,70,NA,1,1,0,1,VR看装修,2024-01-31,NA
天瑞70年住宅低总价一室采光好汉口内环,天瑞国际酒店公寓,武广万松园,41.5,11424,1,0,36.33,南,东,其他,中,30,NA,塔楼,2,3个月,1,0,1,0,VR看装修,2024-01-31,NA
店长推荐 业主诚心出售 三地铁交汇 精装三房 拎包入住,国际百纳,塔子湖,155,14933,3,2,103.8,南,北,精装,低,33,NA,板塔结合,4,5个月,1,0,1,1,VR看装修,2024-01-31,NA
江汉路、武广世贸、协和、亚心医院、中楼层，总价低。,燕马社区,前进江汉,65,12583,2,1,51.66,东南,,简装,高,6,NA,暂无数据,1,NA,0,1,0,0,VR看装修,2024-01-31,NA
房源正常卖，大家快来看，冲冲冲加油,三星公寓,钟家村,66,8166,2,1,80.83,南,,其他,高,8,NA,板楼,0,3个月,0,1,0,1,NA,2024-01-31,NA
百灵景都 满五唯一 精装小户型 中高楼层 业主诚售,金龙百灵景都,七里庙,88,13460,2,2,65.38,南,,精装,高,18,NA,板塔结合,15,NA,1,0,1,1,VR看装修,2024-01-31,NA
二环内 交通方便 明厨明卫 正规两室一厅,建设新村,杨园,98,13825,2,1,70.89,南,北,简装,中,8,NA,板楼,0,NA,1,0,1,0,NA,2024-01-31,NA
光谷大道地铁口一居室，自住装修，满五唯一，,金地华公馆,华科大,65,16182,1,1,40.17,西,,精装,低,18,NA,板塔结合,2,NA,1,0,1,0,VR看装修,2024-01-31,NA
精装两房 2楼 证满两年 业主诚心出售,东风阳光城三期,沌口,66,10381,2,1,63.58,南,,简装,中,6,NA,板楼,3,NA,0,0,1,1,VR看装修,2024-01-31,NA
精装2房，前排采光视野无遮挡，配套成熟,泛海国际悦海园,CBD西北湖,238,26960,2,2,88.28,南,,精装,中,32,NA,板楼,2,6个月,1,1,0,0,VR看装修,2024-01-31,NA
2号线地铁口 卓小旁 凯乐桂园 自住 精装2房 满五唯一,凯乐桂园,卓刀泉,176,18582,2,2,94.72,南,,精装,高,28,NA,板楼,6,7个月,1,0,1,0,VR看装修,2024-01-31,NA
桂海园，南北通透两房，精装拎包入住，好房型,泛海国际桂海园,CBD西北湖,279,31073,2,2,89.79,南,北,精装,中,27,NA,板楼,5,8个月,1,1,0,0,VR看装修,2024-01-31,NA
居家精装修，中间楼层采光好，可拎包入住,长泰花园,文化大道,56,9428,2,1,59.4,南,,精装,中,11,NA,板塔结合,2,4个月,0,0,1,0,NA,2024-01-31,NA
水岸国际大两房 业主诚心出售看房提前联系,水岸国际峯岚天下,积玉桥,170,17820,2,1,95.4,东南,,精装,低,32,NA,板楼,3,4个月,1,1,0,1,VR看装修,2024-01-31,NA
三五四一社区 中间楼层 房东诚心出售,三五四一社区,中法生态城,40,4578,2,2,87.38,南,北,精装,中,6,NA,板楼,2,7个月,0,0,1,1,NA,2024-01-31,NA
时代旁滨湖名邸一期 低公摊 满五唯一 2号线,滨湖名邸,中南丁字桥,183,21035,2,2,87,南,,精装,低,28,NA,板楼,5,9个月,0,0,1,0,NA,2024-01-31,NA
钟家村 二环内 全南两房 江腾广场 精装修 诚心出售,名流公馆,钟家村,103,13381,2,2,76.98,南,,精装,低,33,NA,塔楼,4,5个月,0,0,1,1,VR看装修,2024-01-31,NA
文化大道地铁口，中间好楼层，配套齐全。,花山学府西区,纸坊,81,10131,2,2,79.96,南,,其他,高,21,NA,暂无数据,0,5个月,0,0,0,1,VR看装修,2024-01-31,NA
城投十年精耕收官之作 一线湖景 南北通透 全程无遮挡,城投瀚城璞岸,卓刀泉,380,26023,4,2,146.03,南,北,毛坯,中,32,NA,板楼,11,6个月,0,0,0,1,VR看装修,2024-01-31,NA
一天没住 五期刚交房几个月的小区,广电兰亭盛荟5期,钟家村,125,13665,3,2,91.48,南,,简装,高,45,NA,板塔结合,29,NA,1,0,0,1,VR看装修,2024-01-31,NA
墨水湖畔 世纪龙城精装2房 电梯小高层 居住舒适,世纪龙城,王家湾,80,9430,2,1,84.84,北,南,精装,中,11,NA,板楼,6,5个月,1,0,0,1,VR看装修,2024-01-31,NA
三环内小两房，业主诚心出售，看房方便,佳源花都一期,光谷东,78,10718,2,2,72.78,南,北,简装,高,7,NA,板楼,18,NA,0,0,0,1,NA,2024-01-31,NA
户型方正，视野宽阔，采光充足，配套设施齐全,佳兆业悦府,东西湖其它,98,8841,3,1,110.85,南,,精装,中,21,NA,板楼,1,8个月,1,0,0,1,NA,2024-01-31,NA
二环内 次新小区 40万壕装 三房两卫 中间楼层诚心出售,诺展星座,团结大道,197,16788,3,2,117.35,东北,,精装,低,33,NA,塔楼,1,7个月,0,1,0,1,VR看装修,2024-01-31,NA
即将满二 全新精装未入住 未出租 全房中，央空调,弘阳印月府,四新,183,14243,3,2,128.49,南,,精装,中,57,NA,板塔结合,9,NA,0,0,0,1,VR看装修,2024-01-31,NA
东湖边 林湖景苑 精装两房 户型方正 诚心出售 看东湖,林湖景苑小区,青山,99,9874,2,1,100.27,南,北,精装,中,44,NA,板塔结合,1,9个月,1,0,0,1,VR看装修,2024-01-31,NA
汉江苑三期 中间楼层两房 可以老证过户,汉江苑三期,王家湾,52,6782,2,1,76.68,南,,毛坯,中,33,NA,暂无数据,0,4个月,0,1,0,1,NA,2024-01-31,NA
朝南边户 采光充足 楼层中高 地铁沿线,嘉鑫大厦,武广万松园,119,10622,2,1,112.04,南,,简装,中,27,NA,板楼,0,8个月,1,0,0,1,VR看装修,2024-01-31,NA
此房产证已满两年，房子保养优秀，,保利茉莉公馆,关山大道,145,20542,2,1,70.59,南,,精装,高,34,NA,板塔结合,2,7个月,0,1,0,1,VR看装修,2024-01-31,NA
新装修 未入住 业主自己住家的 因工作原因置换,光谷阳光海岸,三环南,99,7865,3,2,125.88,南,,精装,低,16,NA,板楼,10,5个月,0,0,0,1,NA,2024-01-31,NA
业主诚心出售，随时看房，急，急卖,汇悦天地三期,塔子湖,195,17107,3,2,113.99,南,北,精装,低,47,NA,板楼,6,NA,0,1,0,1,VR看装修,2024-01-31,NA
香榭经典南北三居室、老证精装绿化视野采光好,新长江香榭琴台,钟家村,133,15080,3,2,88.2,南,,精装,中,18,NA,板塔结合,8,10个月,0,0,0,1,VR看装修,2024-01-31,NA
中间楼层 采光好 地铁口 出行方便,胜利丰园,白沙洲,84.5,10434,2,2,80.99,南,北,其他,高,33,NA,塔楼,1,NA,0,0,0,1,VR看装修,2024-01-31,NA
宏图雅居，正规大三房，中间楼层，视野开阔,宏图雅居,将军路,120,10172,3,2,117.98,南,北,其他,低,44,NA,板楼,0,7个月,1,0,0,1,VR看装修,2024-01-31,NA
陶馨园小区，中间楼层边户采光好，产证办了可以贷款,陶馨园,王家湾,73,7897,2,2,92.45,西南,,精装,中,32,NA,板楼,6,NA,0,0,0,1,VR看装修,2024-01-31,NA
店长推荐，地铁两房， 看房方便！,南国都市,白沙洲,64,8180,2,1,78.24,南,,毛坯,高,33,NA,板楼,11,9个月,0,0,0,1,VR看装修,2024-01-31,NA
雅居乐花园3期 一线湖景复式 精装修 房东急卖,雅居乐花园3期,庙山,120,8661,3,3,138.56,南,,简装,高,34,NA,板楼,8,3个月,0,0,0,1,NA,2024-01-31,NA
红领巾 泛海松海园 精装三房 原木风 336万包增值税,泛海国际松海园,CBD西北湖,300,31160,3,2,96.28,南,北,精装,低,32,NA,板楼,12,8个月,1,0,0,1,VR看装修,2024-01-31,NA
精装小二房，生活便利，交通方便,新大地花园,二七,67,13452,2,1,49.81,东南,,精装,中,7,NA,塔楼,7,7个月,0,0,0,1,VR看装修,2024-01-31,NA
王家湾商圈 自住两房 中间楼层 采光好,创新小区,王家湾,62,9437,2,1,65.7,南,北,其他,中,6,NA,板楼,1,8个月,1,0,0,1,VR看装修,2024-01-31,NA
业主急售 徐东馨苑 精装三房 拎包入住,徐东馨苑,徐东,138,12757,3,2,108.18,南,,精装,中,31,NA,板塔结合,15,NA,1,0,0,1,VR看装修,2024-01-31,NA
保利拉菲二期 精装修3房 诚心出售,保利拉菲,卓刀泉,163,17678,3,2,92.21,北,,精装,低,30,NA,板楼,11,7个月,0,0,0,1,VR看装修,2024-01-31,NA
大小适中电梯两房，总价低，地段好。,才华茗苑,徐东,89.8,12539,2,2,71.62,东南,,精装,中,32,NA,塔楼,1,3个月,1,0,0,1,NA,2024-01-31,NA
月亮湾壹号通透大三房，户型方正 采光好,月亮湾壹号,积玉桥,520,33392,4,2,155.73,西南,,其他,中,31,NA,板楼,8,7个月,0,0,0,1,VR看装修,2024-01-31,NA
急售 ！！！ 业主包税 精装没住 中间楼层,陶馨阁,王家湾,67,10316,2,2,64.95,南,,精装,低,32,NA,板塔结合,13,5个月,0,0,0,1,VR看装修,2024-01-31,NA
青馨居电梯房 小户型出售 两室户型好 总价低 税费少,青馨居,洪山其它,66,10470,2,1,63.04,南,,精装,低,34,NA,板楼,1,9个月,0,0,0,1,VR看装修,2024-01-31,NA
地铁口，央企开发，学府佳邻，毛坯两房,招商一江璟城,青山,136,17720,2,2,76.75,南,北,毛坯,中,57,NA,板塔结合,2,8个月,1,0,0,1,VR看装修,2024-01-31,NA
边户，12号线地铁楼，不临环线，有楼下车位,和昌都汇华府,四新,95,10648,2,2,89.22,南,北,精装,低,33,NA,板塔结合,7,9个月,0,0,0,1,NA,2024-01-31,NA
二环内 近地铁 南北通透两室 可做婚房 精装修未入住,东沙花园北区,团结大道,125,13449,2,2,92.95,南,北,精装,低,34,NA,板楼,17,4个月,1,0,0,1,VR看装修,2024-01-31,NA
索菲亚全屋定制精装大4房 家具家电齐全 可拎包入住,碧桂园凤凰湾,汉南其它,87,6737,4,2,129.14,南,,精装,低,34,NA,板楼,2,3个月,0,0,0,1,VR看装修,2024-01-31,NA
沿江大道江汉路步行街 高层视野好 3房2卫,声直大厦,前进江汉,155,12279,3,2,126.24,南,,简装,高,25,NA,塔楼,4,9个月,0,0,0,1,VR看装修,2024-01-31,NA
店长推荐 徐家棚三地铁 龙湖高品质小区 人车分流,龙湖清能天奕,徐东,488,34583,3,2,141.11,西南,,精装,高,52,NA,板楼,15,6个月,1,0,0,1,NA,2024-01-31,NA
通透户型 楼层好 视野开阔 采光佳 价格可谈,武铁佳苑,徐东,115,12225,2,2,94.07,南,,毛坯,中,31,NA,板楼,1,8个月,1,0,0,1,VR看装修,2024-01-31,NA
融创品质 融创澜岸 老证 毛坯标准三房 中一路地铁,融创公园壹号三期,塔子湖,175,16823,3,2,104.03,南,,毛坯,低,34,NA,板楼,1,6个月,1,1,0,1,VR看装修,2024-01-31,NA
毛坯房，高楼层，视野采光好，无贷款,长江鑫都A区,白沙洲,70,8049,2,2,86.97,南,,毛坯,高,29,NA,板楼,9,NA,0,1,0,1,VR看装修,2024-01-31,NA
岭尚梦想，婚房装修，三房，中间楼层，诚心卖！,岭尚梦想,文化大道,73.3,8119,3,2,90.29,南,,精装,高,34,NA,板塔结合,13,5个月,0,0,0,1,VR看装修,2024-01-31,NA
两房带储物间 低楼层 有天燃气 居家装修 保养好,建港社区,钟家村,59,8294,3,1,71.14,东,,简装,低,8,NA,板楼,8,NA,1,0,0,1,VR看装修,2024-01-31,NA
次新房，一天未住精装修拎包入住,龙湖天玺,中南丁字桥,380,30530,3,1,124.47,南,北,精装,中,54,NA,板楼,5,3个月,1,0,0,1,NA,2024-01-31,NA
金地中心城精装修两居室，拎包入住，好楼栋好楼层,金地中心城,关西长职,140,15940,2,1,87.83,南,,精装,中,33,NA,板楼,11,3个月,0,0,0,1,VR看装修,2024-01-31,NA
品质小区 全款房 拎包入住 诚心卖,新力帝泊湾,盘龙城,68,7519,3,1,90.44,东南,,简装,低,13,NA,板楼,8,6个月,0,0,0,1,NA,2024-01-31,NA
联投金色港湾低密度花园式洋房 环境优美 户型方正,联投金色港湾,沌口,145,15236,3,2,95.17,南,北,精装,中,7,NA,塔楼,23,NA,0,0,0,1,VR看装修,2024-01-31,NA
馨居2房2厅中间楼层， 采光好，随时看,武東馨居,洪山其它,57,6088,2,2,93.64,南,,其他,高,28,NA,暂无数据,0,4个月,0,0,0,1,VR看装修,2024-01-31,NA
地铁口 ，精婚房，3室2厅，老证低税！一天未住,将军新村三期,将军路,106,10557,3,2,100.41,南,,精装,中,18,NA,塔楼,4,3个月,1,0,0,1,VR看装修,2024-01-31,NA
精装修满二 中高楼层 采光好 随时看房,旭辉御府,金融港,118,12885,3,2,91.58,南,,精装,高,34,NA,板楼,2,6个月,0,0,0,1,VR看装修,2024-01-31,NA
唐家墩地铁口，全新毛坯房中间楼层过马路到中百仓储,顶琇国际城,唐家墩,107,14737,2,2,72.61,北,,毛坯,低,46,NA,板楼,21,NA,1,0,0,1,VR看装修,2024-01-31,NA
江腾广场 中高楼层 精装朝南三居室 靠小区里面,兰亭都荟,钟家村,140,15271,3,2,91.68,南,,精装,高,33,NA,板塔结合,7,NA,0,1,0,1,NA,2024-01-31,NA
户型南北通透3阳台，前后无遮挡，产权清晰。,南国明珠一期,王家湾,195,15354,3,2,127.01,南,北,精装,中,11,NA,板楼,2,3个月,1,0,0,1,NA,2024-01-31,NA
中建星光城 毛坯三房 业主诚售,中建星光城二期,光谷东,178,15744,3,2,113.06,南,北,毛坯,中,31,NA,板楼,7,10个月,0,0,0,1,VR看装修,2024-01-31,NA
琨瑜府三期，边户户型，楼间距充足，业主诚心出售,琨瑜府三期,关山大道,298,23436,3,2,127.16,南,北,毛坯,低,58,NA,板塔结合,6,5个月,1,1,0,1,NA,2024-01-31,NA
2022年新小区，万科物业，品质社区，中间楼层,万科新都会,老南湖,282,22530,3,2,125.17,南,北,精装,中,43,NA,板楼,5,7个月,0,0,0,1,VR看装修,2024-01-31,NA
徐东大街8号线王家墩 中间好楼层 急急急售,武铁佳苑,徐东,109,11553,2,1,94.35,南,,简装,中,31,NA,板楼,6,10个月,1,0,0,1,VR看装修,2024-01-31,NA
户型方正，采光好，通风好，视野好，房东诚心出售,兴华尚都国际,CBD西北湖,160,15528,3,2,103.04,南,北,毛坯,低,33,NA,板塔结合,2,3个月,1,0,0,1,VR看装修,2024-01-31,NA
2023年新小区恒温恒湿科技住宅，采光好看房方便,方岛金茂智慧科学城,四新,188,17127,3,2,109.77,南,,精装,高,33,NA,板楼,2,4个月,0,0,0,1,VR看装修,2024-01-31,NA
钟家村二环内+精装9成新三房+配套齐全+中间楼层采光好,名流公馆,钟家村,142,14386,3,2,98.71,南,北,精装,中,33,NA,板楼,3,5个月,0,0,0,1,NA,2024-01-31,NA
次新小区，精装满二，通透双阳台，急卖急急急,汇悦天地一二期,塔子湖,146,16128,3,2,90.53,南,北,精装,低,34,NA,板楼,3,10个月,1,1,0,1,VR看装修,2024-01-31,NA
宗关二环一线江景精装房，双轨交汇，业主诚心出售,首创天阅一江源,宗关,269,21953,3,2,122.54,东南,,精装,中,55,NA,板楼,7,4个月,0,0,0,1,VR看装修,2024-01-31,NA
华发二期 电梯小高层 南北通透户型 大兴路＋武汉一初,华发中城荟中央首府,CBD西北湖,438,30807,4,2,142.18,南,北,毛坯,低,17,NA,板楼,2,4个月,1,0,0,1,VR看装修,2024-01-31,NA
汉阳大道 万科精装3房 阳光好 拎包入住,万科金域国际,钟家村,268,21232,3,1,126.23,南,,精装,低,47,NA,板塔结合,10,NA,1,0,0,1,VR看装修,2024-01-31,NA
凤凰层看江地铁一号线全新精装小区,武地融创御央首府,百步亭,212,18938,3,2,111.95,东南,,精装,高,47,NA,板楼,5,3个月,0,0,0,1,VR看装修,2024-01-31,NA
融侨天域 毛坯方正3房 视野采光好 地铁5号线 诚心出售,武汉融侨滨江城·天域·美域,杨园,210,19170,3,1,109.55,南,北,毛坯,低,44,NA,塔楼,18,4个月,1,0,0,1,VR看装修,2024-01-31,NA
汉口春天新上两房，南北通透大阳台，中间位置采光好,汉口春天,古田,108,11703,2,2,92.29,南,北,简装,低,20,NA,板楼,10,5个月,1,0,0,1,VR看装修,2024-01-31,NA
新城璟悦城 四居室 东边户高层 三面采光,新城璟悦城,四新,233,16566,4,2,140.65,南,北,精装,高,41,NA,板楼,8,NA,0,0,0,1,VR看装修,2024-01-31,NA
武汉CBD、园林式小区、边户视野采光好、地铁双轨交汇,华发中城荟中央首府,CBD西北湖,288,27033,3,2,106.54,南,北,毛坯,低,29,NA,板楼,15,NA,1,0,0,1,VR看装修,2024-01-31,NA
少有户型，高楼层，前面毫无遮挡,金桥庭院,后湖,163,13189,3,2,123.59,南,北,毛坯,低,33,NA,板楼,13,4个月,0,0,0,1,VR看装修,2024-01-31,NA
天汇龙城 毛坯三房 可以随意装修 中间楼层 视野开阔,天汇龙城三期,盘龙城,85,7298,3,2,116.48,南,,毛坯,低,33,NA,板塔结合,1,4个月,0,0,0,1,NA,2024-01-31,NA
近地铁8号线，南北通透2室，产证在手，好楼层诚售,武铁佳苑东区,杨园,117,12380,2,2,94.51,南,北,精装,中,33,NA,平房,4,8个月,1,0,0,1,VR看装修,2024-01-31,NA
此房楼层好 ，朝南采光充足，价格便宜,彩虹郡,黄家湖,60,7854,2,2,76.4,南,,其他,中,30,NA,板楼,12,4个月,0,0,0,1,VR看装修,2024-01-31,NA
满二过户-税费低-看房方便-精装修-新小区,联投龙湾三期,文化大道,83,8879,3,2,93.48,南,,精装,中,18,NA,板塔结合,1,NA,0,1,0,0,VR看装修,2024-01-31,NA
绿地国际理想城四期 开发商精装修 大三房,绿地国际理想城四期,光谷南,179,15497,3,2,115.51,南,北,其他,中,33,NA,板楼,8,4个月,0,0,0,1,VR看装修,2024-01-31,NA
