property_title,property_name,property_region,price_ttl,price_sqm,houseinfo,followinfo,near_subway,two_year,taxfree,haskey,vr,create_date
汉口湖畔不临马路，东南朝向，中间楼层,汉口湖畔,盘龙城,65,"7,514元/平",2室2厅 | 86.51平米 | 南 | 毛坯 | 中楼层(共25层) | 板楼,4人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
徐家棚三地铁口 交通方便 配套成熟,新长江滨江花园,徐东,131,"17,172元/平",2室2厅 | 76.29平米 | 西南 | 简装 | 低楼层(共34层) | 板塔结合,13人关注 / 8个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
嘎纳印象 精装四房 老证 满五唯一产权清晰 价格可谈,嘎纳印象,沌口,120,"9,947元/平",4室1厅 | 120.65平米 | 东南 | 精装 | 中楼层(共32层) | 板楼,17人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
次新小区，精装修，环境好，生活气息浓厚，老证,时代新世界,宗关,418,"22,055元/平",4室2厅 | 189.53平米 | 南 北 | 精装 | 高楼层(共46层) | 板楼,2人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
沙湖公园旁，边户大三房，小高层，产权清晰无贷款,天梨花园,沙湖,199,"14,478元/平",3室1厅 | 137.45平米 | 南 北 | 精装 | 中楼层(共12层) | 板楼,20人关注 / 一年前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
此房朝向好，户型采光好，楼层好,歌林花园,盘龙城,74,"7,658元/平",2室2厅 | 96.64平米 | 北 | 简装 | 高楼层(共18层) | 板楼,4人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
沁康园婚房装修 拎包入住 随时看 我有KEY,沁康园,老南湖,348,"26,598元/平",3室1厅 | 130.84平米 | 南 北 | 其他 | 中楼层(共11层) | 板楼,5人关注 / 4个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
次新小区，三地铁口，中高好楼层,宏图雅居,将军路,103.8,"9,395元/平",3室1厅 | 110.49平米 | 南 | 毛坯 | 高楼层(共33层) | 板楼,8人关注 / 2个月以前发布,近地铁,NA,NA,随时看房,NA,2024-01-31
此房老证出售，高层，毛坯可看江,世纪江尚,前进江汉,399,"24,877元/平",3室2厅 | 160.39平米 | 南 | 毛坯 | 57层 | 塔楼,8人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
金科城高层南北通透大三房随时方便看房,金科城,青山,198,"17,825元/平",3室2厅 | 111.08平米 | 南 北 | 精装 | 中楼层(共48层) | 板塔结合,8人关注 / 一年前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
店长力推 诚心出售 环境安逸 电梯好楼层,青润家园,白沙洲,52,"8,909元/平",1室1厅 | 58.37平米 | 南 | 精装 | 中楼层(共11层) | 塔楼,21人关注 / 一年前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
天顺园 老证 大两房 诚心卖,天顺园二村,长丰常码头,45,"5,936元/平",2室1厅 | 75.81平米 | 南 | 简装 | 高楼层(共7层) | 板楼,8人关注 / 7个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
沙湖公园旁，边户大三房，小高层，产权清晰无贷款,天梨花园,沙湖,199,"14,478元/平",3室1厅 | 137.45平米 | 南 北 | 精装 | 中楼层(共12层) | 板楼,20人关注 / 一年前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
中民幸福里正规两房精装修视野开阔通风采光好出行方便,中民·幸福里,古田,86,"11,363元/平",2室2厅 | 75.69平米 | 南 | 精装 | 高楼层(共27层) | 板楼,2人关注 / 一年前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
十里铺地铁 金色世家 中间楼层 公摊小,金色世家,七里庙,128,"10,570元/平",3室2厅 | 121.1平米 | 西南 | 简装 | 中楼层(共12层) | 板楼,4人关注 / 10个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
武汉关，江景好，全明户型，朝南阳光很好，装修好,世纪江尚,前进江汉,338,"26,849元/平",3室2厅 | 125.89平米 | 南 西 | 精装 | 高楼层(共57层) | 塔楼,6人关注 / 8个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
毛坯次新房 采光视野好 产证满二税费低 业主诚心出售,保利城一期,团结大道,138,"15,548元/平",2室2厅 | 88.76平米 | 南 北 | 毛坯 | 低楼层(共34层) | 板塔结合,5人关注 / 4个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
两房朝南，厨房和客厅带阳台，央企物业,纯水岸东湖三期,东湖东亭,206,"22,613元/平",2室2厅 | 91.1平米 | 南 | 精装 | 低楼层(共32层) | 板楼,13人关注 / 一年前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
精装全新未入住 高层采光好 即买即住,华鼎尚都国际,宗关,156,"13,798元/平",3室2厅 | 113.06平米 | 东南 | 精装 | 中楼层(共32层) | 板楼,3人关注 / 7个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
房屋精装修，16年次新小区3号线地鉄口，可拎包入住,御才名仕,育才花桥,383,"29,946元/平",3室1厅 | 127.9平米 | 南 | 精装 | 中楼层(共39层) | 板楼,6人关注 / 3个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
12号线地铁口蜜城老证精装三房，保养好可拎包入住,纽宾凯汉city国际社区蜜城,四新,140,"15,572元/平",3室2厅 | 89.91平米 | 南 北 | 精装 | 低楼层(共46层) | 板塔结合,2人关注 / 9个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
百步亭金桥汇 老证 业主诚心卖 随时看房,百步亭金桥汇,塔子湖,120,"12,400元/平",3室1厅 | 96.78平米 | 南 | 精装 | 低楼层(共30层) | 板楼,7人关注 / 一年前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
精装修小两居 中高楼层 采光好老证 税费少,中国铁建国际花园,王家湾,65.8,"11,355元/平",2室1厅 | 57.95平米 | 南 北 | 精装 | 高楼层(共34层) | 板塔结合,15人关注 / 一年前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
镇店优房 店长首推 万科金域时代 2梯4户 老证,万科金域时代,新华路万达,180,"18,754元/平",3室2厅 | 95.98平米 | 东 西 | 毛坯 | 中楼层(共40层) | 板塔结合,46人关注 / 7个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
地铁口正硚口路交通便利环境好小高层业主诚心出售,东辉花园,宝丰崇仁,220,"16,189元/平",3室2厅 | 135.9平米 | 南 北 | 简装 | 高楼层(共18层) | 板楼,4人关注 / 8个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
汤逊湖畔美院旁，环境优美，满二采光好，诚心出售,保利清能西海岸南区,藏龙岛,99,"9,976元/平",3室2厅 | 99.24平米 | 南 北 | 毛坯 | 高楼层(共27层) | 板楼,1人关注 / 5个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
中城国际精装两房 老证视野好南北向高楼层,中城国际,三阳路,193,"24,345元/平",2室2厅 | 79.28平米 | 南 | 精装 | 中楼层(共33层) | 板塔结合,4人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
新城璟悦城 老证 二居室 毛坯,新城璟悦城,四新,90,"11,512元/平",2室2厅 | 78.18平米 | 南 北 | 毛坯 | 低楼层(共34层) | 板楼,8人关注 / 一年前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
中间楼层 可看湖 老证 户型通透 无抵押,人信汇四期天誉,王家湾,176,"15,257元/平",3室2厅 | 115.36平米 | 南 北 | 毛坯 | 中楼层(共48层) | 板楼,1人关注 / 9个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
大空逸优选 顶琇国际城一期 中层简装 东南朝向 老证,顶琇国际城,唐家墩,120,"15,063元/平",2室2厅 | 79.67平米 | 东南 | 其他 | 低楼层(共48层) | 板塔结合,0人关注 / 3个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
近6号线 精装三房 满二 房东诚心卖,恒大嘉园四期,东西湖其它,100,"9,110元/平",3室2厅 | 109.78平米 | 南 | 精装 | 高楼层(共32层) | 塔楼,0人关注 / 7个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
小区中间位置 老证 朝向南北 户型方正 业主诚心卖,宏宇绿色新都,后湖,132,"10,920元/平",3室2厅 | 120.89平米 | 南 北 | 精装 | 中楼层(共10层) | 板楼,16人关注 / 11个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
徐东内环，中间栋，无遮挡，视野开阔，阳光直射时间长,兴华嘉天下,沙湖,184,"19,030元/平",2室2厅 | 96.69平米 | 东南 | 精装 | 中楼层(共24层) | 板楼,38人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
2号线地铁口四大房 满五唯一 户型方正南北通透 不临街,平安光谷春天,金融港,222,"16,531元/平",4室2厅 | 134.3平米 | 南 北 | 其他 | 高楼层(共33层) | 板楼,1人关注 / 8个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
二七路 黄埔小区 步梯大三房 老证 诚心急售 采光很好,武铁黄埔小区,二七,120,"11,771元/平",3室2厅 | 101.95平米 | 南 | 简装 | 中楼层(共7层) | 塔楼,1人关注 / 9个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
此房产证满五唯一 高层看江 温馨婚房装修,世纪江尚,前进江汉,253,"28,240元/平",2室1厅 | 89.59平米 | 东南 | 精装 | 57层 | 塔楼,7人关注 / 8个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
光谷珞雄路地铁口 中医院小区南北通透小三房 好楼层,中医院小区,光谷广场,90,"13,069元/平",3室1厅 | 68.87平米 | 南 北 | 简装 | 低楼层(共6层) | 板楼,12人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
曙光星城B区 产证在手 中间楼层 刚需适合,曙光星城B区,民族大道,82,"11,356元/平",2室1厅 | 72.21平米 | 北 | 其他 | 中楼层(共32层) | 板楼,15人关注 / 一年前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
此房证满二无增值税价格可谈房东诚心卖房,光谷航天城,光谷南,100,"11,250元/平",3室2厅 | 88.89平米 | 南 | 毛坯 | 中楼层(共27层) | 板楼,6人关注 / 5个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
老证，直厅通透小3房，采光好。。。。。。。。。。,中海万锦江城,百步亭,193,"20,128元/平",3室2厅 | 95.89平米 | 南 | 简装 | 高楼层(共32层) | 板楼,6人关注 / 3个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
光谷珞雄路地铁口 中医院小区南北通透小三房 好楼层,中医院小区,光谷广场,90,"13,069元/平",3室1厅 | 68.87平米 | 南 北 | 简装 | 低楼层(共6层) | 板楼,12人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
加州橘郡 精装修 通透三房 业主诚意出售！！！,加州橘郡,庙山,110,"9,286元/平",3室1厅 | 118.47平米 | 南 北 | 精装 | 中楼层(共34层) | 板楼,1人关注 / 6个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
自住装修，保养很好，彩光很好，小区配套成熟。,广电兰亭时代二期,四新,95,"11,794元/平",2室2厅 | 80.55平米 | 南 | 精装 | 高楼层(共33层) | 板塔结合,17人关注 / 9个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
满五税费低地铁口两房，交通便利，中间楼层采光好,军威苑小区,老南湖,57,"8,048元/平",2室2厅 | 70.83平米 | 南 | 其他 | 中楼层(共7层) | 板楼,2人关注 / 7个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
二七滨江地铁鑫城急售，中高楼层视野好，拎包入住,地铁鑫城,黄埔永清,155,"17,453元/平",3室1厅 | 88.81平米 | 东南 | 精装 | 中楼层(共32层) | 板楼,10人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
可看江，3梯6户，3开间朝南，全明户型,三阳金城,三阳路,280,"24,530元/平",3室2厅 | 114.15平米 | 东南 | 精装 | 高楼层(共32层) | 板塔结合,1人关注 / 4个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
内环岳家嘴双地铁4&8 南北朝向大两房 低公摊,徐东路119号,徐东,74,"9,879元/平",2室1厅 | 74.91平米 | 南 | 简装 | 高楼层(共8层) | 板楼,44人关注 / 一年前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
正地铁口小区+户型方正三房+小区绿化好+健身场地多,保利心语一期,珞狮南路,136,"12,943元/平",3室2厅 | 105.08平米 | 南 | 简装 | 低楼层(共18层) | 板楼,7人关注 / 7个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
店长推荐必卖优质3房 地铁口 单价低 随时看,东方莱茵,老南湖,251,"22,935元/平",3室2厅 | 109.44平米 | 南 北 | 简装 | 低楼层(共11层) | 板楼,20人关注 / 6个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
美联时光里 精装三居室 6号线石桥地铁 高层,美联时光里二期,塔子湖,175,"17,865元/平",3室2厅 | 97.96平米 | 西 | 精装 | 高楼层(共33层) | 板塔结合,4人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
三期一楼诚心出售 老证税少 随时看房 采光视野好,东风阳光城三期,沌口,100,"8,183元/平",3室2厅 | 122.21平米 | 南 北 | 其他 | 低楼层(共6层) | 板楼,2人关注 / 4个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
中城国际精装两房 老证视野好南北向高楼层,中城国际,三阳路,193,"24,345元/平",2室2厅 | 79.28平米 | 南 | 精装 | 中楼层(共33层) | 板塔结合,4人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
汤逊湖畔美院旁，环境优美，满二采光好，诚心出售,保利清能西海岸南区,藏龙岛,99,"9,976元/平",3室2厅 | 99.24平米 | 南 北 | 毛坯 | 高楼层(共27层) | 板楼,1人关注 / 5个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
地铁口正硚口路交通便利环境好小高层业主诚心出售,东辉花园,宝丰崇仁,220,"16,189元/平",3室2厅 | 135.9平米 | 南 北 | 简装 | 高楼层(共18层) | 板楼,4人关注 / 8个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
二七路 黄埔小区 步梯大三房 老证 诚心急售 采光很好,武铁黄埔小区,二七,120,"11,771元/平",3室2厅 | 101.95平米 | 南 | 简装 | 中楼层(共7层) | 塔楼,1人关注 / 9个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
此房老证出售，高层，毛坯可看江,世纪江尚,前进江汉,399,"24,877元/平",3室2厅 | 160.39平米 | 南 | 毛坯 | 57层 | 塔楼,8人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
此房证满二无增值税价格可谈房东诚心卖房,光谷航天城,光谷南,100,"11,250元/平",3室2厅 | 88.89平米 | 南 | 毛坯 | 中楼层(共27层) | 板楼,6人关注 / 5个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
2号线地铁口四大房 满五唯一 户型方正南北通透 不临街,平安光谷春天,金融港,222,"16,531元/平",4室2厅 | 134.3平米 | 南 北 | 其他 | 高楼层(共33层) | 板楼,1人关注 / 8个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
中间楼层 可看湖 老证 户型通透 无抵押,人信汇四期天誉,王家湾,176,"15,257元/平",3室2厅 | 115.36平米 | 南 北 | 毛坯 | 中楼层(共48层) | 板楼,1人关注 / 9个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
新城璟悦城 老证 二居室 毛坯,新城璟悦城,四新,90,"11,512元/平",2室2厅 | 78.18平米 | 南 北 | 毛坯 | 低楼层(共34层) | 板楼,8人关注 / 一年前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
金科城高层南北通透大三房随时方便看房,金科城,青山,198,"17,825元/平",3室2厅 | 111.08平米 | 南 北 | 精装 | 中楼层(共48层) | 板塔结合,8人关注 / 一年前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
中南 小东门菜市场旁 物资公司宿舍,物资公司宿舍,中南丁字桥,69,"13,138元/平",2室1厅 | 52.52平米 | 南 北 | 简装 | 中楼层(共5层) | 板楼,5人关注 / 10个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
此房产证满五唯一 高层看江 温馨婚房装修,世纪江尚,前进江汉,253,"28,240元/平",2室1厅 | 89.59平米 | 东南 | 精装 | 57层 | 塔楼,7人关注 / 8个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
大空逸优选 顶琇国际城一期 中层简装 东南朝向 老证,顶琇国际城,唐家墩,120,"15,063元/平",2室2厅 | 79.67平米 | 东南 | 其他 | 低楼层(共48层) | 板塔结合,0人关注 / 3个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
徐东内环，中间栋，无遮挡，视野开阔，阳光直射时间长,兴华嘉天下,沙湖,184,"19,030元/平",2室2厅 | 96.69平米 | 东南 | 精装 | 中楼层(共24层) | 板楼,38人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
